sharedaddress,uniqueaddress,shortpluscode,Consideration,Market_Value,Acquisition_Date,Completion_Date
"Ramsdale, Grove Mount , Ramsey, IM8 3HG",,8JJ6+7HF,272000.0,272000.0,2018-01-25,2018-03-12
"Grace Dieu, Grove Mount, Ramsey, IM8 3HQ",,8JJ6+83F,290000.0,0.0,2006-06-02,2006-09-22
"5, Grove Mount, Ramsey, IM8 3HQ",,8JJ6+8FH,225000.0,0.0,2005-06-30,2005-08-16
"5, Grove Mount, Ramsey, IM8 3HQ",,8JJ6+8FH,275000.0,275000.0,2015-06-26,2015-09-14
"Maynrys, Grove Mount, Ramsey, IM8 3HG",,8JJ6+8R9,444000.0,444000.0,2021-09-01,2022-02-07
"Glendown, 3, Henniker Avenue, Ramsey, IM8 3HQ",,8JJ6+958,0.25,2000.0,1997-02-06,2020-07-08
"The Mount, Grove Mount, Ramsey, IM8 3HQ",,8JJ6+C8F,320000.0,0.0,2006-10-23,2007-05-02
"Europa, Grove Mount, Ramsey, IM8 3HQ",,8JJ6+C9R,285000.0,285000.0,2011-01-28,2011-07-12
"Europa, Grove Mount, Ramsey, IM8 3HQ",,8JJ6+C9R,249000.0,249000.0,2017-11-16,2018-08-22
"Lyndhurst, Grove Mount, Ramsey, IM8 3HE",,8JJ6+CX4,250000.0,250000.0,2016-09-19,2020-04-08
"Ailsa Craig, 13, Cooil Breryk, Ramsey, IM8 3HL",,8JJ6+F4R,235500.0,235500.0,2015-11-12,2016-03-11
"Denmar, Grove Mount, Ramsey, IM8 3HQ",,8JJ6+FV8,0.0,0.0,2019-07-16,2021-06-14
"3, Cooil Breryck, Ramsey, IM8 3HH",,8JJ6+GCW,256500.0,256500.0,2020-07-10,2020-10-31
"9, Cooil Breryck, Ramsey, IM8 3HH",,8JJ6+J52,242500.0,242500.0,2013-07-26,2014-01-09
"4, Cooil Breryk, Ramsey, IM8 3HJ",,8JJ6+JJG,267000.0,267000.0,2015-04-29,2015-11-03
"24, Cooil Breryk, Ramsey, IM8 3HJ",,8JJ6+Q65,200000.0,200000.0,2007-03-22,2007-11-10
"24, Cooil Breryk, Ramsey, IM8 3HJ",,8JJ6+Q65,295000.0,295000.0,2016-10-13,2016-11-07
"16, Cooil Breryk, Ramsey, IM8 3HJ",,8JJ6+QHG,257000.0,0.0,2004-03-22,2004-06-10
"16, Cooil Breryk, Ramsey, IM8 3HJ",,8JJ6+QHG,350000.0,350000.0,2009-04-16,2009-06-08
"10, Cooil Breryk, Ramsey, IM8 3HJ",,8JJ6+QR5,290000.0,0.0,2003-07-10,2003-11-24
"10, Cooil Breryk, Ramsey, IM8 3HJ",,8JJ6+QR5,287500.0,287500.0,2017-09-29,2017-10-31
"21, Royal Park, Ramsey, IM8 3UF",,8JJ6+RXV,300000.0,300000.0,2014-02-28,2014-09-02
"21, Royal Park, Ramsey, IM8 3UF",,8JJ6+RXV,379500.0,379500.0,2021-05-12,2021-07-15
"30, Rheast Mooar Avenue, Ramsey, IM8 3LS",,8JJ6+V33,245000.0,0.0,2006-09-27,2007-05-09
"30, Rheast Mooar Avenue, Ramsey, IM8 3LS",,8JJ6+V33,330000.0,330000.0,2008-10-10,2008-11-14
"24, Rheast Mooar Avenue, Ramsey, IM8 3LR",,8JJ6+V59,210000.0,0.0,2006-07-19,2006-08-23
"24, Rheast Mooar Avenue, Ramsey, IM8 3LR",,8JJ6+V59,270000.0,270000.0,2021-05-07,2021-05-25
"20, Royal Park, Ramsey, IM8 3UF",,8JJ6+VWC,350000.0,350000.0,2009-05-18,2010-10-19
"20, Royal Park, Ramsey, IM8 3UF",,8JJ6+VWC,350000.0,350000.0,2017-11-03,2018-07-31
"14, Rheast Mooar Avenue, Ramsey, IM8 3LR",,8JJ6+WMW,300000.0,300000.0,2009-08-14,2009-11-11
"19, Royal Park, Ramsey, IM8 3UF",,8JJ6+WVF,305000.0,305000.0,2013-10-22,2014-08-20
"19, Royal Park, Ramsey, IM8 3UF",,8JJ6+WVF,295000.0,295000.0,2018-06-21,2018-07-20
"18, Royal Park, Ramsey, IM8 3UF",,8JJ6+XR9,350000.0,350000.0,2010-01-08,2010-09-17
"Saintsbury, Grove Mount, Ramsey, IM8 3HE",,8JJ7+839,0.0,750000.0,2007-09-20,2015-06-05
"Hebron, Grove Mount, Ramsey, IM8 3HE",,8JJ7+C6P,0.25,0.0,2005-12-16,2006-04-26
"Hebron, Grove Mount, Ramsey, IM8 3HE",,8JJ7+C6P,620000.0,620000.0,2015-03-24,2015-07-28
"26, Royal Park, Ramsey, IM8 3UF",,8JJ7+H6P,587999.0,587999.0,2009-04-03,2010-11-09
"26, Royal Park, Ramsey, IM8 3UF",,8JJ7+H6P,540000.0,540000.0,2014-01-03,2014-03-10
"Thie Noa, Grove Mount, Ramsey, IM8 3HE",,8JJ7+J2J,763500.0,763500.0,2020-08-27,2021-01-19
"27, Royal Park, Ramsey, IM8 3UF",,8JJ7+J8X,525000.0,525000.0,2009-11-06,2010-09-16
"24, Royal Park, Ramsey, IM8 3UF",,8JJ7+P4R,360999.0,360999.0,2008-11-24,2010-08-25
"25, Royal Park, Ramsey, IM8 3UF",,8JJ7+P66,549999.0,549999.0,2009-11-20,2011-01-12
"28, Royal Park, Ramsey, IM8 3UF",,8JJ7+P7V,470000.0,470000.0,2009-12-18,2010-09-21
"29, Royal Park, Ramsey, IM8 3UF",,8JJ7+PF2,589999.0,589999.0,2009-03-26,2010-10-22
"23, Royal Park, Ramsey, IM8 3UF",,8JJ7+Q3C,320000.0,320000.0,2010-10-22,2011-09-12
"23, Royal Park, Ramsey, IM8 3UF",,8JJ7+Q3C,310000.0,310000.0,2018-01-19,2018-02-23
"23, Royal Park, Ramsey, IM8 3UF",,8JJ7+Q3C,460000.0,460000.0,2023-06-30,2023-07-25
"31, Royal Park, Ramsey, IM8 3UF",,8JJ7+QFQ,615999.0,615999.0,2009-05-29,2010-10-18
"31, Royal Park, Ramsey, IM8 3UF",,8JJ7+QFQ,580000.0,580000.0,2013-02-08,2013-04-05
"31, Royal Park, Ramsey, IM8 3UF",,8JJ7+QFQ,450000.0,450000.0,2016-07-14,2016-08-26
"31, Royal Park, Ramsey, IM8 3UF",,8JJ7+QFQ,525000.0,525000.0,2020-12-04,2021-02-09
"22, Royal Park, Ramsey, IM8 3UF",,8JJ7+R22,351000.0,351000.0,2011-08-04,2011-12-15
"22, Royal Park, Ramsey, IM8 3UF",,8JJ7+R22,300000.0,300000.0,2019-01-24,2019-04-25
"22, Royal Park, Ramsey, IM8 3UF",,8JJ7+R22,350000.0,350000.0,2021-04-20,2021-11-05
"30, Royal Park, Ramsey, IM8 3UF",,8JJ7+R74,495000.0,495000.0,2012-07-30,2012-10-30
"37, Royal Park, Ramsey, IM8 3UF",,8JJ7+V43,375999.0,375999.0,2012-06-22,2014-08-05
"37, Royal Park, Ramsey, IM8 3UF",,8JJ7+V43,364999.0,364999.0,2021-01-15,2021-02-23
"36, Royal Park, Ramsey, IM8 3UF",,8JJ7+V5G,355000.0,355000.0,2012-12-12,2014-09-08
"36, Royal Park, Ramsey, IM8 3UF",,8JJ7+V5G,355000.0,355000.0,2012-12-13,2014-09-08
"32, Royal Park, Ramsey, IM8 3UF",,8JJ7+VG4,545000.0,545000.0,2013-05-23,2014-08-20
"38, Royal Park, Ramsey, IM8 3UF",,8JJ7+W2R,325000.0,325000.0,2013-06-10,2014-08-19
"34, Royal Park, Ramsey, IM8 3UF",,8JJ7+W87,399999.0,399999.0,2009-01-30,2010-08-25
"34, Royal Park, Ramsey, IM8 3UF",,8JJ7+W87,575000.0,575000.0,2022-10-28,2023-05-04
"33, Royal Park, Ramsey, IM8 3UF",,8JJ7+WF8,482500.0,482500.0,2013-10-24,2014-09-01
"39, Royal Park, Ramsey, IM8 3UF",,8JJ7+X37,320000.0,320000.0,2014-02-28,2014-09-17
"40, Royal Park, Ramsey, IM8 3UF",,8JJ7+X4X,496000.0,496000.0,2011-01-28,2011-09-12
"40, Royal Park, Ramsey, IM8 3UF",,8JJ7+X4X,455000.0,455000.0,2018-01-09,2018-02-16
"35, Royal Park, Ramsey, IM8 3UF",,8JJ7+X7H,480000.0,480000.0,2013-05-16,2014-08-20
"38, Gibbs Grove, Ramsey, IM8 3LE",,8JM2+2QG,266500.0,266500.0,2019-08-09,2020-10-19
"37, Gibbs Grove, Ramsey, IM8 3LE",,8JM2+2R2,268950.0,268950.0,2019-10-04,2021-02-12
"25, Gibbs Grove, Ramsey, IM8 3LE",,8JM2+2WX,237950.0,237950.0,2019-10-03,2021-02-10
"12A, Gainsborough Crescent, Ramsey, IM8 3NH",,8JM2+32J,239500.0,0.0,2003-11-14,2004-03-31
"14, Clifton Drive, Ramsey, IM8 3ND",,8JM2+367,682500.0,682500.0,2022-11-18,2022-12-07
"Cooill Cham, 47, Gibbs Grove, Ramsey, IM8 3LE",,8JM2+3M7,354705.06,354705.06,2020-06-09,2021-01-22
"23, Gibbs Grove, Ramsey, IM8 3LE",,8JM2+3VV,239035.0,239035.0,2019-09-02,2021-02-09
"24, Gibbs Grove, Ramsey, IM8 3LE",,8JM2+3W7,238370.0,238370.0,2019-08-20,2021-02-10
"12, Clifton Drive, Ramsey, IM8 3ND",,8JM2+47H,445000.0,445000.0,2022-09-08,2022-12-06
"22, Gibbs Grove, Ramsey, IM8 3LE",,8JM2+4R9,240065.0,240065.0,2019-09-20,2021-02-18
"21, Gibbs Grove, Ramsey, IM8 3LE",,8JM2+4RR,319000.0,319000.0,2021-08-26,2022-01-25
"Croftbank, Clifton Drive, Ramsey, IM8 3ND",,8JM2+5PW,310000.0,310000.0,2020-11-10,2021-01-14
"2, Gainsborough Crescent, Ramsey, IM8 3NH",,8JM2+778,389950.0,389950.0,2009-11-20,2010-04-28
"2, Gainsborough Crescent, Ramsey, IM8 3NH",,8JM2+778,382500.0,382500.0,2019-09-20,2019-11-18
"6, Gainsborough Crescent, Ramsey, IM8 3NH",,8JM2+84C,380000.0,380000.0,2020-07-30,2020-10-21
"4, Gainsborough Crescent, Ramsey, IM8 3NH",,8JM2+855,322500.0,322500.0,2007-07-06,2007-11-21
"Caragh, 5, Marlborough Way, Ramsey, IM8 3NF",,8JM2+987,380000.0,380000.0,2008-09-09,2008-11-13
"Caragh, 5, Marlborough Way, Ramsey, IM8 3NF",,8JM2+987,340000.0,340000.0,2017-08-04,2017-08-10
"Mountain View, 4, Clifton Drive, Ramsey, IM8 3ND",,8JM2+9QR,345000.0,345000.0,2020-11-12,2021-01-06
"1, Marlborough Crescent, Ramsey, IM8 3NE",,8JM2+CGQ,295000.0,295000.0,2016-08-04,2016-10-24
"9, Marlborough Way, Ramsey, IM8 3NF",,8JM2+F42,395000.0,395000.0,2007-10-31,2008-04-23
"3, Marlborough Crescent, Ramsey, IM8 3NE",,8JM2+FHQ,330000.0,330000.0,2015-03-16,2015-07-24
"Craigmore, 2, Clifton Drive, Ramsey, IM8 3ND",,8JM2+FV8,295000.0,0.0,2004-01-12,2004-07-30
"Craigmore, 2, Clifton Drive, Ramsey, IM8 3ND",,8JM2+FV8,355000.0,355000.0,2008-08-18,2008-10-15
"7, Marlborough Crescent, Ramsey, IM8 3NE",,8JM2+G93,240000.0,0.0,2003-06-19,2003-11-18
"7, Marlborough Crescent, Ramsey, IM8 3NE",,8JM2+G93,335000.0,335000.0,2016-04-14,2016-05-24
"7, Marlborough Crescent, Ramsey, IM8 3NE",,8JM2+G93,505000.0,505000.0,2022-01-20,2022-02-04
"Arkholme, 10, Marlborough Crescent, Ramsey, IM8 3NE",,8JM2+H5H,355000.0,355000.0,2019-01-03,2019-10-25
"8, Marlborough Crescent, Ramsey, IM8 3NE",,8JM2+J8R,337000.0,337000.0,2010-03-19,2010-08-06
"4, Marlborough Crescent, Ramsey, IM8 3NE",,8JM2+JJV,317500.0,0.0,2005-02-28,2005-05-26
"4, Marlborough Crescent, Ramsey, IM8 3NE",,8JM2+JJV,369500.0,369500.0,2013-11-01,2014-03-12
"6, Marlborough Crescent, Ramsey, IM8 3NE",,8JM2+MFR,285000.0,285000.0,2017-01-24,2017-05-04
"Windy Hill, Thornhill Park, Ramsey, IM8 3NB",,8JM2+PXP,310000.0,310000.0,2015-01-29,2015-08-19
"27, Gibbs Grove, Ramsey, IM8 3LE",,8JM3+224,241910.0,241910.0,2019-07-03,2020-08-11
"26, Gibbs Grove, Ramsey, IM8 3LE",,8JM3+226,238500.0,238500.0,2019-09-02,2020-10-20
"Linden, 6, Thornhill Park, Ramsey, IM8 3NA",,8JM3+3WW,495000.0,495000.0,2021-11-19,2022-04-26
"The Croft, Thornhill Park, Ramsey, IM8 3NA",,8JM3+7W3,370000.0,0.0,2006-11-21,2007-05-31
"The Croft, Thornhill Park, Ramsey, IM8 3NA",,8JM3+7W3,430000.0,430000.0,2014-09-19,2014-11-24
"Thornhill Manor, Thornhill Park, Ramsey, IM8 3NA",,8JM3+8HW,699750.0,699750.0,2020-09-30,2021-02-04
"Thornhill Manor, Thornhill Park, Ramsey, IM8 3NA",,8JM3+8HW,660000.0,660000.0,2023-04-21,2023-05-09
"11, Thornhill Park, Ramsey, IM8 3NA",,8JM3+FRJ,265000.0,265000.0,2015-12-15,2016-06-03
"11, Thornhill Park, Ramsey, IM8 3NA",,8JM3+FRJ,480000.0,480000.0,2021-08-18,2021-09-23
"12, Thornhill Park, Ramsey, IM8 3NA",,8JM3+GMV,277000.0,277000.0,2016-05-04,2016-09-28
"12, Thornhill Park, Ramsey, IM8 3NA",,8JM3+GMV,459000.0,459000.0,2021-10-21,2022-01-11
"Whiteleaf, 23, Thornhill Park, Ramsey, IM8 3NB",,8JM3+H22,350000.0,350000.0,2008-06-09,2008-09-13
"Whiteleaf, 23, Thornhill Park, Ramsey, IM8 3NB",,8JM3+H22,340000.0,340000.0,2016-12-09,2017-01-23
"Flossmoor, 13, Thornhill Park, Ramsey, IM8 3NA",,8JM3+HHV,290000.0,290000.0,2016-07-29,2016-08-12
"Meadow Brow, 8, Thornhill Park, Ramsey, IM8 3NB",,8JM3+M5G,325000.0,0.0,2003-06-26,2003-12-10
"Meadow Brow, 8, Thornhill Park, Ramsey, IM8 3NB",,8JM3+M5G,350000.0,0.0,2006-10-03,2006-10-09
"Meadow Brow, 8, Thornhill Park, Ramsey, IM8 3NB",,8JM3+M5G,0.0,350000.0,2017-04-03,2017-04-27
"Ballacastle, Thornhill Park, Ramsey, IM8 3NB",,8JM3+Q5W,325000.0,325000.0,2013-12-11,2014-05-23
"4, Thornhill Park, Ramsey, IM8 3NB",,8JM3+R9V,360000.0,360000.0,2017-09-22,2018-03-19
"Windrift, Thornhill Park, Ramsey, IM8 3NB",,8JM3+V3H,480000.0,480000.0,2009-12-03,2010-04-19
"Windrift, Thornhill Park, Ramsey, IM8 3NB",,8JM3+V3H,0.0,480000.0,2014-08-06,2014-10-27
"Overlea, Thornhill Park, Ramsey, IM8 3NB",,8JM3+W8P,240000.0,240000.0,2013-04-30,2013-09-17
"Overlea, Thornhill Park, Ramsey, IM8 3NB",,8JM3+W8P,485000.0,485000.0,2021-10-11,2022-10-18
"Ballanan, 7, Thornhill Park, Ramsey, IM8 3NA",,8JM4+34W,325000.0,325000.0,2007-08-29,2008-01-14
"Ballanan, 7, Thornhill Park, Ramsey, IM8 3NA",,8JM4+34W,25000.0,325000.0,2016-01-07,2016-10-06
"8, Thornhill Close, Ramsey, IM8 3LA",,8JM4+6H5,240000.0,240000.0,2016-07-06,2016-10-04
"7, Thornhill Close, Ramsey, IM8 3LA",,8JM4+6P6,243000.0,0.0,2004-05-26,2004-07-12
"7, Thornhill Close, Ramsey, IM8 3LA",,8JM4+6P6,272000.0,272000.0,2019-10-18,2019-11-21
"6, Thornhill Close, Ramsey, IM8 3LA",,8JM4+6RQ,322000.0,322000.0,2010-03-12,2010-09-23
"10, Thornhill Close, Ramsey, IM8 3LA",,8JM4+8FC,210000.0,210000.0,2016-10-14,2017-02-21
"5, Thornhill Close, Ramsey, IM8 3LA",,8JM4+8VG,220000.0,0.0,2004-08-27,2004-12-03
"12, Thornhill Close, Ramsey, IM8 3LA",,8JM4+9JR,245000.0,0.0,2006-11-10,2007-04-01
"4, Thornhill Close, Ramsey, IM8 3LA",,8JM4+9RG,280000.0,280000.0,2019-11-13,2020-11-04
"9, Thornhill Park, Ramsey, IM8 3NA",,8JM4+C5V,250000.0,250000.0,2013-06-28,2014-01-15
"14, Thornhill Close, Ramsey, IM8 3LA",,8JM4+FH4,205000.0,205000.0,2016-08-26,2016-09-27
"14, Thornhill Close, Ramsey, IM8 3LA",,8JM4+FH4,289950.0,289950.0,2020-10-28,2021-03-09
"2, Thornhill Close, Ramsey, IM8 3LA",,8JM4+GQ5,200000.0,200000.0,2008-07-10,2008-09-16
"1, Thornhill Close, Ramsey, IM8 3LA",,8JM4+HQ2,233500.0,233500.0,2011-06-09,2011-10-14
"Laurel Hill, Andreas Road, Ramsey, IM8 3UB",,8JM4+J3P,750000.0,750000.0,2008-08-05,2008-10-08
"Laurel Hill, Andreas Road, Ramsey, IM8 3UB",,8JM4+J3P,859000.0,859000.0,2022-01-04,2022-02-05
"St Bridget'S, Bride Road, Ramsey, IM8 3UD",,8JM4+MCG,600000.0,600000.0,2008-07-14,2008-11-01
"Fasque, Andreas Road, Ramsey, IM8 3UE",,8JM4+V9M,85500.0,350000.0,1995-09-07,2012-07-30
"Fasque, Andreas Road, Ramsey, IM8 3UE",,8JM4+V9M,449950.0,449950.0,2022-01-28,2022-08-15
"17, Rheast Mooar Close, Ramsey, IM8 3LT",,8JM5+267,196000.0,0.0,2004-03-22,2004-06-04
"17, Rheast Mooar Close, Ramsey, IM8 3LT",,8JM5+267,212500.0,212500.0,2012-11-30,2012-12-14
"17, Rheast Mooar Close, Ramsey, IM8 3LT",,8JM5+267,245000.0,245000.0,2018-10-29,2018-11-30
"3, Rheast Mooar Lane , Ramsey, IM8 3LP",,8JM5+28J,250000.0,250000.0,2019-07-08,2020-05-14
"5, Rheast Mooar Lane, Ramsey, IM8 3LP",,8JM5+3C3,309000.0,0.0,2006-10-27,2007-05-16
"5, Rheast Mooar Lane, Ramsey, IM8 3LP",,8JM5+3C3,295000.0,295000.0,2012-10-26,2013-03-26
"7, Rheast Mooar Lane, Ramsey, IM8 3LP",,8JM5+3GH,215000.0,215000.0,2016-06-21,2016-09-28
"70, Ormly Road, Ramsey, IM8 3LN",,8JM5+44J,215000.0,215000.0,2019-01-30,2019-05-18
"Ardbeg, 11, Rheast Mooar Lane, Ramsey, IM8 3LP",,8JM5+4Q3,250000.0,250000.0,2014-02-07,2014-06-18
"Linden Lea, 37, Ormly Road, Ramsey, IM8 3LN",,8JM5+586,240000.0,0.0,2005-01-31,2005-02-17
"36, Rheast Mooar Lane, Ramsey, IM8 3LW",,8JM5+5CQ,310000.0,310000.0,2007-08-17,2008-01-10
"36, Rheast Mooar Lane, Ramsey, IM8 3LW",,8JM5+5CQ,300000.0,300000.0,2011-03-08,2011-05-30
"68, Ormly Road, Ramsey, IM8 3LN",,8JM5+63M,190000.0,190000.0,2017-03-31,2017-05-31
"34, Rheast Mooar Lane, Ramsey, IM8 3LW",,8JM5+6J8,225000.0,225000.0,2014-05-06,2014-09-22
"32, Rheast Mooar Lane, Ramsey, IM8 3LW",,8JM5+6RW,230000.0,230000.0,2007-03-09,2007-11-02
"32, Rheast Mooar Lane, Ramsey, IM8 3LW",,8JM5+6RW,265000.0,265000.0,2014-10-24,2015-02-16
"32, Rheast Mooar Lane, Ramsey, IM8 3LW",,8JM5+6RW,364000.0,364000.0,2021-10-22,2021-12-06
"39, Ormly Road, Ramsey, IM8 3LN",,8JM5+773,178500.0,0.0,2003-05-09,2003-06-30
"39, Ormly Road, Ramsey, IM8 3LN",,8JM5+773,210000.0,0.0,2005-11-25,2005-12-20
"40, Ormly Road, Ramsey, IM8 3LN",,8JM5+864,0.25,0.0,2006-11-06,2006-11-15
"43, Ormly Road, Ramsey, IM8 3LH",,8JM5+89Q,240000.0,240000.0,2019-11-28,2020-02-27
"43, Ormly Road, Ramsey, IM8 3LH",,8JM5+89Q,299000.0,299000.0,2023-03-24,2023-04-05
"50, Ormly Road, Ramsey, IM8 3LH",,8JM5+8QX,309950.0,309950.0,2009-06-15,2009-08-17
"42, Ormly Road, Ramsey, IM8 3LH",,8JM5+99M,239950.0,239950.0,2020-11-23,2021-03-11
"49, Ormly Road, Ramsey, IM8 3LH",,8JM5+9PM,247500.0,247500.0,2007-08-10,2007-12-13
"49, Ormly Road, Ramsey, IM8 3LH",,8JM5+9PM,245000.0,245000.0,2014-09-22,2015-03-31
"65, Ormly Road, Ramsey, IM8 3LN",,8JM5+C28,254000.0,254000.0,2007-02-23,2007-09-08
"52, Ormly Road, Ramsey, IM8 3LH",,8JM5+CXC,277000.0,0.0,2007-01-26,2007-07-21
"64, Ormly Road, Ramsey, IM8 3LJ",,8JM5+F4M,285000.0,0.0,2006-10-03,2006-11-16
"53, Ormly Road, Ramsey, IM8 3LH",,8JM5+FWP,195000.0,195000.0,2013-05-07,2013-06-14
"53, Ormly Road, Ramsey, IM8 3LH",,8JM5+FWP,212000.0,212000.0,2014-03-14,2014-06-17
"58, Ormly Road, Ramsey, IM8 3LJ",,8JM5+GGC,215000.0,215000.0,2017-01-30,2017-03-03
"57, Ormly Road, Ramsey, IM8 3LJ",Ashwood,8JM5+GHX,280000.0,280000.0,2008-07-24,2008-09-30
"57, Ormly Road, Ramsey, IM8 3LJ",Yn Thie Ain,8JM5+GHX,260000.0,260000.0,2018-11-27,2019-03-05
"56, Ormly Road, Ramsey, IM8 3LJ",,8JM5+HM9,190000.0,190000.0,2017-03-02,2017-04-18
"56, Ormly Road, Ramsey, IM8 3LJ",,8JM5+HM9,220000.0,220000.0,2020-07-24,2020-08-27
"Cummal Noa, 55, Ormly Road, Ramsey, IM8 3LJ",,8JM5+HQP,262500.0,262500.0,2010-08-20,2011-03-02
"54, Ormly Road, Ramsey, IM8 3LJ",,8JM5+HVW,240000.0,240000.0,2011-01-10,2011-05-05
"54, Ormly Road, Ramsey, IM8 3LJ",,8JM5+HVW,260000.0,260000.0,2015-10-02,2015-10-19
"Alderley, 62, Ormly Road, Ramsey, IM8 3LJ",,8JM5+J5Q,230000.0,230000.0,2014-02-28,2014-07-23
"Alderley, 62, Ormly Road, Ramsey, IM8 3LJ",,8JM5+J5Q,275000.0,275000.0,2019-02-13,2019-04-09
"73, Bride Road, Ramsey, IM8 3LB",,8JM5+M2P,260000.0,260000.0,2021-09-17,2022-05-09
"8, Ormly Grove, Ramsey, IM8 3LG",,8JM5+MGF,220000.0,220000.0,2018-09-24,2019-03-25
"10, Ormly Grove, Ramsey, IM8 3LG",,8JM5+MPX,0.25,275000.0,2009-06-02,2009-11-03
"5, Ormly Grove, Ramsey, IM8 3LG",,8JM5+RHF,260000.0,260000.0,2011-07-25,2011-12-02
"5, Ormly Grove, Ramsey, IM8 3LG",,8JM5+RHF,279950.0,279950.0,2019-06-28,2019-08-03
"11, Ormly Avenue, Ramsey, IM8 3LF",,8JM5+RR4,299000.0,299000.0,2015-05-05,2015-09-30
"Glentraugh, Bride Road, Ramsey, IM8 3LB",,8JM5+V9F,225000.0,225000.0,2009-10-23,2010-01-04
"3, Ormly Avenue, Ramsey, IM8 3LF",,8JM5+WJQ,185000.0,0.0,2003-10-31,2004-03-31
"3, Ormly Avenue, Ramsey, IM8 3LF",,8JM5+WJQ,202000.0,202000.0,2011-08-08,2011-10-14
"2, Ormly Avenue, Ramsey, IM8 3LF",,8JM5+XGP,35000.0,290000.0,2021-11-10,2022-02-21
"15, Ormly Avenue, Ramsey, IM8 3LF",,8JM5+XV6,189000.0,0.0,2003-09-17,2003-11-17
"2, Rheast Mooar Avenue, Ramsey, IM8 3LR",,8JM6+243,240500.0,240500.0,2016-06-16,2016-08-19
"2, Rheast Mooar Avenue, Ramsey, IM8 3LR",,8JM6+243,340000.0,340000.0,2019-03-08,2019-04-24
"6, Rheast Mooar Avenue, Ramsey, IM8 3LR",,8JM6+284,222000.0,222000.0,2020-06-30,2020-07-28
"15, Royal Park, Ramsey, IM8 3UF",,8JM6+2VM,325000.0,325000.0,2012-03-02,2012-06-04
"15, Royal Park, Ramsey, IM8 3UF",,8JM6+2VM,330000.0,330000.0,2020-02-13,2020-06-24
"12, Rheast Mooar Avenue, Ramsey, IM8 3LR",,8JM6+3J2,225000.0,0.0,2004-10-29,2004-11-11
"12, Rheast Mooar Avenue, Ramsey, IM8 3LR",,8JM6+3J2,225000.0,0.0,2006-05-02,2006-05-30
"12, Royal Park, Ramsey, IM8 3UF",,8JM6+3W9,350000.0,350000.0,2014-02-14,2014-09-04
"12, Royal Park, Ramsey, IM8 3UF",,8JM6+3W9,395000.0,395000.0,2021-01-20,2021-02-24
"17, Rheast Mooar Lane, Ramsey, IM8 3LP",,8JM6+43F,210000.0,210000.0,2018-11-08,2019-04-08
"17, Royal Park, Ramsey, IM8 3UF",,8JM6+4PP,142500.0,142500.0,2008-11-21,2010-09-21
"17, Royal Park, Ramsey, IM8 3UF",,8JM6+4PP,220000.0,220000.0,2019-07-02,2019-08-31
"17, Royal Park, Ramsey, IM8 3UF",,8JM6+4PP,300000.0,300000.0,2023-06-16,2023-07-25
"16, Royal Park, Ramsey, IM8 3UF",,8JM6+4QV,142500.0,142500.0,2008-11-21,2010-11-03
"16, Royal Park, Ramsey, IM8 3UF",,8JM6+4QV,75620.25,210000.0,2019-08-16,2020-08-19
"16, Royal Park, Ramsey, IM8 3UF",,8JM6+4QV,295000.0,295000.0,2021-09-01,2022-02-23
"19, Rheast Mooar Lane, Ramsey, IM8 3LP",,8JM6+549,277500.0,277500.0,2007-08-17,2008-02-12
"19, Rheast Mooar Lane, Ramsey, IM8 3LP",,8JM6+549,251000.0,251000.0,2017-04-19,2017-04-27
"23, Rheast Mooar Lane, Ramsey, IM8 3LP",,8JM6+58P,200000.0,0.0,2004-11-28,2005-02-28
"23, Rheast Mooar Lane, Ramsey, IM8 3LP",,8JM6+58P,234000.0,234000.0,2018-09-24,2019-03-01
"14, Royal Park, Ramsey, IM8 3UF",,8JM6+5R4,142500.0,142500.0,2008-09-19,2010-11-03
"13, Royal Park, Ramsey, IM8 3UF",,8JM6+5V6,139000.0,139000.0,2008-11-07,2010-11-03
"11, Royal Park, Ramsey, IM8 3UF",,8JM6+5VH,142500.0,142500.0,2008-09-05,2010-09-17
"9, Royal Park, Ramsey, IM8 3UF",,8JM6+5XW,142500.0,142500.0,2008-08-29,2010-09-13
"9, Royal Park, Ramsey, IM8 3UF",,8JM6+5XW,18420.0,142500.0,2017-10-31,2018-02-15
"27, Rheast Mooar Lane, Ramsey, IM8 3LP",,8JM6+6G7,208000.0,0.0,2005-12-16,2006-02-17
"1, Royal Park, Ramsey, IM8 3UF",,8JM6+6MJ,300000.0,300000.0,2012-08-10,2012-11-01
"2, Royal Park, Ramsey, IM8 3UF",,8JM6+7Q6,405999.0,405999.0,2008-08-12,2010-08-24
"2, Royal Park, Ramsey, IM8 3UF",,8JM6+7Q6,367000.0,367000.0,2018-01-19,2018-02-26
"2, Royal Park, Ramsey, IM8 3UF",,8JM6+7Q6,465000.0,465000.0,2021-08-16,2022-01-24
"2, Royal Park, Ramsey, IM8 3UF",,8JM6+7Q6,0.0,480000.0,2023-04-26,2023-05-12
"3, Royal Park, Ramsey, IM8 3UF",,8JM6+7RH,380000.0,380000.0,2010-09-03,2010-11-25
"4, Royal Park, Ramsey, IM8 3UF",,8JM6+7WW,339999.0,339999.0,2008-06-27,2010-08-25
"4, Royal Park, Ramsey, IM8 3UF",,8JM6+7WW,340000.0,340000.0,2012-03-30,2012-05-08
